Actual,Predicted
18,15.540305334058832
28,23.87253127472499
42,55.63150648417375
23,26.90041922639508
32,39.40185032689612
23,32.340009214104654
23,15.627748986965788
33,39.40720248224429
16,17.600175722465565
30,31.558042124539906
31,38.894195995247046
32,30.358963007753868
20,24.233596404708955
32,38.49151241218038
24,22.421556942849328
16,16.255917317023325
17,16.451842603862083
26,20.828268346159398
11,16.833689414027482
26,30.365745618678623
33,39.83516739968101
31,34.581656693125886
35,28.397559474202342
33,35.13888240335589
26,29.022119164059312
31,34.679940687826544
43,40.27295843125873
35,22.267588076611283
21,37.331066958799276
27,29.644774488390812
41,29.246972970861087
48,52.64765582849007
33,37.910563791751954
72,71.73110413634814
45,51.52385349194731
9,14.823414517212575
7,9.69850885402268
14,14.20707809523194
44,34.44092496934975
34,47.75365050501928
10,13.188567976693935
13,13.189943468648256
14,18.679452104043627
21,25.673552153255947
33,39.81223018391111
16,16.646749022639277
21,16.725934269628482
18,15.72586494075071
29,33.42272335487299
14,16.439101288320135
71,59.75898072388188
49,41.22327794769923
30,31.120129535252637
12,15.959866152966523
36,28.219905840263287
17,17.352358761909652
41,43.95681381203259
36,36.39273821109079
23,25.65061477058112
17,19.86606962104127
46,41.91227236427832
20,18.20173733278606
29,27.60035105768199
10,13.824370907296501
45,41.65633624727334
19,17.71733367318342
38,32.53527908637959
20,26.676186547653327
32,36.964437251315
20,24.958912205314647
63,47.034991366925354
80,74.58389662180664
30,28.338363853450357
20,29.778750322373707
20,17.591669245151365
70,84.26094850334985
12,19.797668715696478
13,9.649522885840645
17,18.575843716244062
16,13.440875436507364
34,33.94562308496245
37,47.84830724967701
19,26.638496799922518
25,24.191180804570358
74,70.3386038173886
21,23.80312656035597
16,23.08174412794719
15,20.453655709870322
12,12.183386190442977
15,24.154875191638176
12,9.75495812732034
27,32.515426912497404
17,20.145326448276652
54,45.95862922126277
53,46.49970595265997
16,18.21431233872992
13,13.56380155709862
34,35.2664145265913
44,40.11379577972639
36,46.91883175503965
18,19.60874540627241
12,14.072361442957895
51,44.99832081659209
33,32.47581925504639
52,47.43874787121146
27,24.473123168952753
17,22.786151408572003
15,14.43642558404287
50,44.97827346772887
64,66.68034845589024
31,32.75774475615216
52,54.64729135082128
19,30.44013456392913
38,37.89233044434572
66,69.05406815150062
9,10.84538337240451
19,16.825587562740044
40,42.858427107815565
22,14.355072576222913
43,44.867488184608575
41,33.17823230716939
12,11.070321041443716
21,14.921885937923411
7,12.799023894746332
19,27.477184409242533
26,29.641748404286055
51,58.05729360184002
36,34.619275570102474
23,21.854668016758094
22,19.129030392887763
32,45.14704804618568
27,29.896647588308024
32,33.04833714514909
36,45.61527091916015
52,62.08723793477187
41,56.08968586047373
17,15.610919613901524
12,16.135674875392894
7,9.708561385436786
17,18.541910502543946
23,18.761272998019926
16,16.358584522102966
11,20.936533277157878
39,50.8954899817483
37,38.73057878267885
50,67.5638401053935
19,21.211473606814515
35,50.071464631852464
46,51.12421771540418
49,54.07601704524983
26,24.801896397012236
36,27.80396874084707
22,23.206293479620797
37,33.39710963285169
15,14.23078941842231
32,29.994943231488854
14,15.03721372272141
9,11.61590057084226
23,24.27948477885947
27,27.51883619036392
30,30.395731164680694
18,26.10727529528217
43,48.60110029327524
7,11.376425067506872
22,12.82742754461842
84,62.45309404424664
10,8.976282992381423
61,67.1934358235379
39,39.18710393283523
28,22.428907542918047
25,29.388160095882775
40,46.62060935499905
42,36.35149849091675
29,30.134409452475108
44,40.71134689012713
23,20.862656716226716
30,31.97267786505251
45,51.61545474427785
25,28.004050521555826
17,10.487270596733428
19,26.503835231268965
40,38.770134004080205
34,26.978925547791203
42,48.49332993817553
25,20.04654041684656
33,33.41442725273815
16,19.717267169209816
27,30.483620007538356
19,24.615105656110277
19,18.749001274895186
12,11.685266058093404
38,45.609978727272406
31,24.439606308794325
40,40.07946880990855
22,18.704349132910654
30,28.27336666079761
43,44.723864989201175
31,26.59963268897758
37,48.202032388998774
40,36.311144404686935
32,35.81164529842102
20,12.533389880965004
14,15.96338344570768
71,60.62799562188383
60,73.32109539374065
36,38.59476850068881
41,37.011679886796315
57,56.093097273037436
53,40.142953669622706
41,57.73207726912307
17,11.770355541549556
56,65.51396884676689
11,15.650445763458942
12,10.601150117535871
24,32.886701225661234
6,13.253353031223705
33,24.269236260097667
18,17.37932899530826
33,33.76603686475317
15,17.000237730387802
12,13.63867989687061
14,20.15220200032949
24,25.806142462734517
32,32.38510165950184
40,40.40845553276464
38,30.192976299776156
13,15.790950862858955
19,20.312182520444402
23,25.220894347435394
35,38.237027398829476
29,23.849109622744198
1,10.488010675196081
52,49.34373160893417
17,19.274372573226625
55,47.075744349983225
33,29.334709168426848
23,20.135761015549527
58,47.83768469860062
25,22.77529116401839
15,13.565483760017823
26,31.454130560133063
35,41.85697113723055
22,28.725970845328312
34,28.80609650265627
51,48.35681354794238
65,52.5504790149206
14,10.800131377467931
41,34.47418449570952
5,15.509638096040046
13,24.559649612848702
37,37.23223854250922
40,30.596511211791814
27,34.17965621633405
38,29.4516348719784
26,32.129954358399914
52,63.73535829111057
37,35.367520804323675
28,28.736201377982592
33,43.82560589723009
39,34.86201983338259
33,27.568146487273822
60,41.843831695175666
11,11.150502688950994
20,24.206427687773754
65,54.41278419111431
14,12.556405957306927
27,25.520084286188517
41,41.28773456202467
15,16.84159725590391
17,20.744188846627463
18,22.54109893491549
93,90.51839142019976
15,16.150958564790113
41,44.885927786618765
26,26.657478039585914
39,45.38775777708808
30,29.290920360830274
40,43.32817242171528
22,19.221266005835353
51,56.73596226840689
21,21.86161718730398
19,11.820562119029216
45,52.81490022671479
50,46.06838833489032
44,35.7429599779844
21,23.019365440826753
39,48.24192366692712
11,12.524382912030468
16,17.582678494969503
35,28.474575689713085
20,18.316121013816907
17,16.64873612637426
34,26.51598940494164
17,17.676981411450335
24,21.569015736795432
22,26.67999266164273
23,22.39594139647675
24,23.105626617543777
28,27.447278466824947
34,34.441284997666834
23,15.771820503768533
55,55.67939057753622
38,42.3010111448627
21,21.221208246635552
49,55.72761982569396
38,36.72622030147808
24,21.61122135953019
18,19.733231577554577
11,11.583994848198667
22,22.812281610985842
35,29.21782271370197
29,38.13638197195622
11,9.708009406240029
9,12.78545607790154
26,31.285578495925485
22,19.344954693626285
14,18.518680862357552
34,27.339739679105627
11,13.42219506487466
27,31.43877653235068
15,13.818897189884698
17,16.25780288727428
20,19.119576986984097
35,41.36867572926252
16,13.62517078820938
48,37.4538799679375
14,12.383304914190756
31,33.379706814453954
47,37.31362187327017
19,25.662445922397712
28,32.27721096943423
16,21.484096253863303
42,50.7098823136006
46,53.303685143004145
32,24.335147745162917
21,28.5652955445267
17,17.47720018628705
12,13.898955916414867
34,35.74392195446606
12,11.617917956742676
37,41.95831345910028
39,32.290432966315656
28,24.71413688094492
25,26.215168573369528
13,14.712750709755081
34,32.920654625680804
17,13.76291571176922
26,28.555885650477556
23,18.130531787145447
64,55.132264823670525
28,26.606522522554865
35,33.149568956052484
21,20.662470872735916
22,24.733464899665652
32,30.69523949791598
32,41.346874360174766
8,9.559587368257995
13,13.563220997736499
41,29.81599387921289
19,24.841767729048108
9,11.637844093529106
32,34.367579118020345
55,57.81090127489623
37,32.610310411679635
23,24.490655230833543
20,24.82123456910551
22,26.526753606787047
38,28.372740176064013
40,34.59079040497032
20,21.14723505425334
35,30.630699396496045
63,54.28019659788756
9,13.129257559320829
30,38.74086593443737
15,11.054952016355688
12,17.6844241000506
13,14.783119643530517
19,18.31654106915753
30,21.4333320035079
23,16.32923136847377
15,11.224824557419089
26,34.20963482133379
23,22.882502917443517
36,27.80944818580998
29,15.27072335955622
40,33.795033768137806
13,10.169287169774588
57,53.40375449606565
38,43.068060506156314
38,41.090114053241436
52,47.33389756108185
45,47.93742198841718
53,53.573901993094466
35,40.476054243676195
21,15.812068825512636
22,25.830977662586196
44,52.70625083672526
32,24.778352663450825
65,59.82256468032749
23,30.924231155967608
50,51.994116826236095
35,39.333186112000085
35,36.32377204195966
59,82.96617978780714
87,86.16089465945466
13,18.514629213183166
37,31.730644756929156
21,17.296620913774433
23,20.566855594508887
66,60.423530806741745
71,61.91623712079978
16,20.88273802740151
25,20.67275644748694
5,9.93987985790243
22,17.72848651710773
41,45.15263974656715
33,34.82957699525544
20,24.464309904275893
20,16.444074850488853
42,42.081794861273714
34,26.17601983958098
38,47.14644535786924
20,15.87496276680001
30,42.48318562968654
37,36.14987840714821
16,14.430140099844735
38,43.537595130853326
8,13.394240916759333
45,44.83433089058663
17,17.264723139098287
57,57.88236769024894
12,14.779070376499803
21,19.352322453918156
23,23.16848947958471
20,20.43218037833863
27,17.766502816864108
38,31.63432516804877
20,22.24272793876277
22,28.002015062490745
37,42.604899652126925
16,16.488883920021784
50,41.998417223139484
33,32.76601923063756
37,32.05127101858471
40,50.534482470761965
21,19.37781360688235
16,13.091387865768457
28,27.370151481452798
18,17.004800378506232
14,13.512918990093521
23,32.31283371682643
26,22.787069938257932
28,29.845411915311622
36,43.77627923430193
29,36.996051341102856
18,21.010594387615743
6,13.44986742750192
47,52.74234938993012
31,30.408688863211164
46,47.54313297853431
9,11.04939677394067
51,50.11642687885604
26,21.420073335989017
27,32.691633726587824
34,30.08083666275715
9,9.929106376332859
22,13.887933729468813
20,16.050110491079813
61,61.37567484585442
14,18.36420411593516
43,35.268873943418285
12,20.587744799728505
49,45.67927461376391
11,9.881483412013356
12,21.85104082221562
59,51.12278590720284
16,18.173081926231795
11,14.679794458659805
8,10.890217342500538
17,16.1962561098441
39,49.520061986445185
18,22.545910053871737
27,27.142238335553266
33,35.37127805925535
18,15.753974140265987
17,20.043887035107282
40,44.87817278920335
43,37.230761263692685
51,59.49671278996213
23,28.58618887106577
33,34.58649716848403
23,26.629445523127924
23,26.11842254944735
4,10.773055252983102
46,37.52579710024938
41,49.47010782239256
27,26.638496799922518
60,58.012511149109265
22,21.864857295774073
42,28.996037734472576
8,14.281894093156737
16,16.08650631999786
9,11.559513337419046
39,32.3342833699258
21,23.016167707442936
17,18.09772451375551
39,26.935303616305266
30,26.707229764997237
42,40.26809284801776
17,20.852096504660786
37,32.57674142237401
24,28.770033269049936
32,39.80278896055886
43,48.766919063978875
39,39.27811681591529
18,19.47943412537485
29,31.900584356762295
38,32.012230606807705
34,31.950109957159135
20,17.534855909761994
57,48.74669932519139
29,22.669247798958914
48,46.64316562794015
8,17.670712361905156
14,12.122045457656991
38,41.21461408987853
38,29.362648114312172
37,32.279915641067085
28,33.5599962745529
44,40.839310758729766
39,42.18419058680553
15,22.81145078073003
48,39.4599015897159
37,37.33593637387121
49,50.25805267418828
46,33.9449781238976
47,36.83292095169873
23,23.295851772200727
15,15.806622127247556
49,51.71465002811658
30,38.10917737861372
19,24.33027504480965
28,23.612933809328947
26,18.79428698178867
50,46.80793792821577
17,13.97894796919978
14,14.587849817585555
22,27.83053038651754
17,20.914765864067753
45,38.04904218829314
16,13.517215558966992
21,22.900505100960533
46,38.33562073640186
40,37.87105469722338
31,32.92653631296319
57,43.832078525896925
37,42.12442825509966
15,17.912860712027516
40,34.66303894431132
46,47.62837579235192
38,45.36648230583715
14,13.355031920489367
30,21.599427558617464
34,41.954603574312785
15,11.658640819968223
29,30.822505623505663
38,31.69271318139648
28,28.593850087334204
48,33.561659413164286
41,44.48535371928101
21,23.250085455321138
15,11.738714764131696
18,18.90919983502519
12,11.507532757230582
19,18.49099254255886
41,30.259969683915635
38,38.18731275434714
63,72.74515986184296
63,51.21615102973226
31,30.98369894819283
37,27.13542698138865
9,12.473903629968916
35,40.42626780579469
28,26.362047639214772
31,30.589268211941885
13,13.543468830492174
42,37.09090940708622
34,36.05451387410467
13,13.5257913291888
13,10.236327238912292
35,40.3806891990471
29,32.13214234422323
3,8.466500216783846
41,33.72867500800475
36,34.07634018330025
34,32.775803235341705
16,21.96636068584404
18,21.374796463535212
28,41.209532862522
25,30.79349694853097
14,20.032590414880183
21,22.489520688998134
52,59.32484359035958
33,33.24970726565296
22,23.215741743365047
33,33.933550463342584
43,39.86545988002038
18,21.102396639237547
39,30.972314841805037
25,18.64037631127969
14,16.66930816054262
40,32.19129596211211
26,23.218733870807156
38,31.060848326722247
41,42.91298375730783
45,47.22773513588618
34,42.99924478646538
22,23.877551867631652
9,10.529846714338298
36,32.05120923024991
15,17.102343686608243
31,33.082235563031944
10,13.531596765635303
42,37.38525301792432
15,21.00361820278802
34,30.054892790398128
20,20.128499986761064
38,29.326278267591505
62,68.21846922207614
40,37.61933806880033
27,29.340694192030647
24,19.736786230782847
8,10.732611361223736
9,13.065031752782204
45,54.03709470583457
27,26.43506975624343
30,31.59854159007873
39,35.82726283860727
20,29.19243054216932
24,25.711508742790148
32,31.5229406815888
36,37.42963487984536
18,16.855303924538983
16,18.47221713856685
56,70.41538517231709
28,29.71638551218029
36,34.75994408255179
29,38.35403932940508
18,11.116167100906242
30,22.14008691419026
15,15.519187517681369
39,48.56618795181928
14,10.685504334619385
38,34.16666253767768
15,16.594187702441257
40,38.451998785662425
21,19.85450727725731
16,18.923911506490377
49,46.93839192235141
10,11.884134773720563
32,28.21169832962654
27,29.79592442450174
38,29.162922046335616
29,37.87715395396461
21,23.17895874937339
15,17.217745528630008
54,55.66681964221861
53,44.59459265725221
24,26.535560055701826
37,32.76338091280579
21,20.17841859187887
39,39.89107021285965
41,43.96741339173335
16,17.433612989161325
14,11.36083801622316
8,14.239389406663907
33,27.90623875402195
89,83.49391132242106
48,51.029409924327155
22,27.35612664089275
40,37.76943636224825
41,42.9373542350478
69,56.26879328088889
42,35.54251419634041
21,23.801504993782743
17,22.795767684899232
25,29.25111100326701
24,17.3793092911155
8,8.512204827717056
13,12.510932151775515
18,17.225654702944468
12,14.276439361991763
36,27.21208870631971
35,29.699759417808526
15,16.90282752000693
50,47.81630433189599
26,32.95903436422713
23,24.79808331921103
14,13.362427992396068
11,10.398845985237035
30,34.28768128207031
36,28.180851949824973
28,22.91912996572355
14,19.979619771207233
22,15.780598001850914
29,27.784213728873777
36,38.97622832607199
11,12.254807236918865
21,26.425321660251747
29,30.2530750113935
13,11.981740339343132
15,14.003076523505129
37,39.4203341251622
31,22.959469236322185
10,13.772116701275943
28,26.56991680230221
11,10.226344445697439
23,18.783485263754404
20,13.689753765950906
25,30.039763122803624
18,21.061933646028752
39,46.79921878867411
16,20.51131437876844
5,8.343049336493987
39,39.69834273915888
24,25.960275986749327
19,27.653591631592395
57,67.66092398600026
22,15.92865036360826
26,30.473640025033905
17,18.052134259082248
31,31.64532371421123
28,18.085333561955537
56,60.18608380376802
65,58.46018935360968
57,48.14797864275182
39,46.6049402267954
16,12.45169981993285
19,22.531917720801182
53,61.563458343039954
21,19.946049611670198
29,31.423895975355396
15,15.069023263666333
5,13.392856507022056
12,15.935641755689854
15,9.76974246517907
33,33.65889005338779
37,30.858659414726638
38,28.880954830178165
11,10.250944846028213
23,21.177119769448783
31,33.221776563258324
40,48.45073000475768
42,39.54400248614938
26,21.350850248905147
49,41.1456943750174
18,24.233596404708955
59,48.40276179760794
29,28.65092105613086
70,61.32290714060959
12,9.432909453384905
16,12.353247455822178
20,19.764460988120774
14,11.106276851477448
33,29.709844305659608
20,15.493433449217708
53,54.188083478631505
15,17.704591480096077
29,25.014595886999782
35,45.39593421290883
38,28.86064845450246
23,26.70360433614144
13,10.499934134415694
20,18.3502187932396
14,17.172747204073335
31,19.987037807936126
17,13.7009338545655
30,28.953700000781776
27,29.683527009984402
45,39.324270947499414
19,15.67591140446942
24,25.294122418805863
39,38.99295542769487
55,48.28392126398616
50,48.68099987244723
44,45.90322274753114
24,33.65190403222752
26,21.608986236062847
22,24.915480546624654
42,33.44892131351434
7,14.887515864830494
26,30.058211367867365
24,22.784298979332696
27,27.305210284648844
26,22.849392720466195
32,31.87713958259953
35,26.750643607810655
40,34.953699915642034
24,21.62705535174337
25,19.407651736238382
61,44.948868857071965
14,15.850044066123345
23,29.699227199638642
26,19.739471330536265
38,50.62962663395145
19,16.98303030120557
42,40.26201567940193
24,27.35252710392537
11,11.76285229078685
47,48.45321725184061
49,38.71374498184418
28,22.683525413467695
21,18.10831830559728
101,103.6823622502829
12,20.840632538745496
28,36.47893029581586
24,27.67924619133863
18,21.75699456697588
74,65.77031311183615
15,17.51264746265778
20,20.25630005117237
19,17.382118356833953
23,26.07406365704798
25,22.58494009389792
13,11.556119299498281
61,46.01659266085935
25,27.632291228409684
69,59.607908524936875
20,22.584219392090436
20,21.44216111568921
30,29.6111455200756
21,22.43615257284157
18,17.48773815734369
52,63.23353927177975
24,33.14598922420048
17,10.89301630008953
16,23.07332647950107
17,15.61016349328023
42,48.357815708152216
41,44.2272408370225
29,27.00418681717478
5,13.111254153333174
25,19.41413475379933
23,24.444525417776514
18,20.18717600938054
17,20.363788367131914
27,33.43355613542285
22,12.26593030132472
32,25.286371808741357
16,15.374783069435855
51,53.885021699524465
9,10.383418539635928
65,62.53081584402728
15,13.926606728008625
50,50.9866319267828
12,15.223185462344807
37,36.99484119927989
25,19.743133663002602
17,20.629611297293444
28,28.32925852038456
26,31.98410375299462
32,33.281425292494255
54,48.491976814400104
26,27.75981657915212
18,16.433524480156887
44,35.941113527654295
24,24.653567409718523
19,14.872875144734925
19,16.795153718800307
20,23.072874562863074
30,34.393414891516684
35,40.976767749906415
25,27.76998813275993
13,22.850694671329496
34,34.651454338030405
27,26.62409366269346
25,23.700156906175977
41,38.25847626658904
27,24.808798551484138
11,10.145944016980014
11,12.266795307390247
42,34.85268759399664
16,13.375664407643692
20,10.830342755669069
52,59.664861663649845
3,11.701797308290844
41,41.605431559479925
36,44.035938867347944
46,43.86008816399083
37,33.23831269440073
21,23.005331106333234
22,26.92928141203859
23,18.205195208104755
52,58.756316360245556
24,19.97831755709651
6,11.406493079421475
20,27.200172031421722
41,48.15759524663965
18,14.727602782862709
12,18.024274151381245
14,10.969574759578224
22,20.566439117736095
31,32.649974383257835
19,22.80090926031554
49,47.13480976639194
26,19.70648869472881
19,19.02038115297095
54,48.91266689160028
15,16.620628510519545
26,23.364312921280774
23,20.14930613397741
51,61.62387680763702
38,32.37603808022556
33,35.259242365887204
42,39.88679781054337
25,29.30496171382943
13,9.866970024582528
6,8.501349660525726
32,35.79866308329444
10,10.719048947130121
15,21.081436676422634
30,22.097971330224325
16,10.234751331569806
38,42.784425723050205
63,63.73990277367274
23,22.937621499331044
33,30.731862660715695
14,13.301543212320677
44,48.76534770493015
40,29.548865377790452
45,53.38755239219647
76,67.88999636884759
53,45.6187950725736
8,9.798697557188628
37,29.48395413340661
26,15.065883020344998
33,28.849934657419613
13,11.556955462038937
36,35.48433223966098
15,15.410497072994406
10,10.912473176121823
55,42.024188090830236
44,36.492479672947454
31,24.84789192280781
25,26.694470702781178
8,8.982494319588067
17,20.83010413847302
41,49.776846093415934
18,22.945741332501694
35,42.64004255556679
30,24.90820159943933
22,16.137348098145885
42,43.43429208110247
40,35.070833845699234
52,55.1948027489964
45,48.98194689238434
16,14.667327353396647
14,22.301993018351506
45,44.76618287453326
54,62.48366542987268
32,32.614525218689515
18,18.992110145444848
20,25.080298831036146
18,20.086574850664938
11,12.024366220457011
14,10.250944846028213
24,21.70455989473726
31,27.904708214067824
39,43.14793910272117
24,17.77509818290188
41,43.52438195076484
22,16.896606381000236
5,11.510968115642388
45,45.08647848317595
25,18.919444752370634
18,16.54301379173766
15,17.727412036128406
21,27.335530438146883
17,16.181186338608732
31,33.55835699756515
34,36.40913157362344
36,39.50491619309235
66,48.821689937127
37,39.2122867479921
26,22.916002348558735
47,39.066758780029446
35,38.90842237587635
45,40.67082850262755
10,18.984528895097842
69,52.49299411536934
33,36.14104781408523
20,21.55686372826698
26,37.904301527133896
32,28.487633939178153
5,14.769324316840542
7,11.071941801677227
14,13.654399396441372
30,28.766777415980528
47,47.56020376341191
53,57.210645468919736
47,41.21327014833525
63,57.1290127232733
24,27.156399300494463
24,23.365332518923534
19,22.686822869715215
22,26.90117665297894
30,28.746636804478186
17,19.87592661763808
21,30.936671511641386
37,29.361300614966854
37,41.857548220742586
37,33.31635360970851
37,39.47081432827304
20,22.78234307289079
17,14.83565324031586
39,35.70394670323343
36,39.17119103311451
20,22.753249410245672
10,14.702208402603555
51,50.56849502765476
25,22.54547124312601
18,23.622192009457837
22,33.07667834662473
28,29.508826677360343
39,33.105409920276244
46,46.824332854613125
46,43.233353011351724
26,29.84788596567706
9,12.394366304604308
24,29.05668173710378
27,27.520977436273718
21,17.352226249534883
39,34.518818177400604
61,60.36807623703695
32,32.004889526278006
29,25.162158591562942
50,55.83386765042768
39,26.894493166660396
4,10.89862544264071
15,11.402699588298685
14,14.639604387224784
32,30.963506223716298
11,11.006784335321129
18,23.778251512196032
35,33.2109816877232
22,19.295877852907743
25,26.18143632770289
56,52.612427210994476
10,14.652688697996016
40,37.42673599931901
40,36.332567366239104
18,16.41108112327558
15,15.086958562454845
13,10.411257788044754
35,30.93208986404223
16,14.93287812907505
47,47.28423360080749
29,29.190162999713586
12,18.191285528264423
16,13.169518799801171
25,26.383050671699902
53,50.49502720980245
12,14.843963606603722
35,33.41814946186581
63,61.914159780476915
35,29.30987433878059
32,32.41945789668987
34,33.5513101256713
21,22.824781481316144
12,11.18682318914996
20,18.4544135223057
22,17.55474866450638
16,13.747684157832163
17,12.753661017008309
29,36.40164421934997
40,47.73178856933585
28,25.82635268346965
48,56.94626279248954
31,29.085949510305436
20,22.03279739369502
16,20.798146942781223
54,45.932793500613414
28,26.25690786361214
19,17.624461854241236
13,10.806228132881419
42,44.247459117136465
69,59.15380610833554
36,48.96639451102699
28,32.58012746665299
36,33.26517920704953
18,18.598330850749658
23,27.50025024193558
14,12.631706187807731
45,35.22648288420789
13,12.72645756778718
29,32.122858053763466
43,45.4162853040844
11,13.943804423488112
11,17.31966962622902
17,11.04795267259367
27,24.14843374058677
17,13.848394387697486
10,14.06407375456215
16,21.1904504832405
23,30.506573393976044
37,29.92166113539066
11,17.39152869435582
11,18.770113324671563
20,18.162020320645762
40,40.169640649378735
26,29.501330124919
20,30.28312646816849
48,40.495450977100504
39,34.82741278349434
37,39.2598857969739
35,41.42315297717496
39,30.25025016604481
53,49.07756778678202
13,10.84801861449466
34,34.7849300622853
30,26.30103821858786
19,14.516088094990348
37,43.16501867384697
21,15.807052998523016
37,38.253537593795485
22,22.687920250431013
48,36.402896017254434
16,21.410913342515293
21,16.65067858048083
46,55.57848082542868
45,42.230672666734264
31,28.347501477239234
38,38.775731290290615
42,39.48679539126046
18,16.16577818274712
71,70.35967349407431
43,47.78282396690594
8,10.017564487512189
35,30.239890402131994
12,15.80583966538067
44,39.44259921358095
24,28.44291343012258
13,9.708009406240029
14,16.582372831794025
15,13.884503392834556
25,28.31878681050377
34,38.17855558888381
36,41.28372182906972
20,22.012242325416178
40,41.41284423870289
23,21.675132720801006
44,32.621772257189456
20,18.419399476468783
10,13.262854973848912
40,43.19548010867225
24,14.769789570043192
16,21.428449851195175
23,26.904288489674805
21,31.03545656331017
40,35.63286482029589
13,22.620547887680843
14,12.090735994051379
42,35.92221391799701
28,22.242825053568435
18,14.251700025686356
12,14.629958288474942
26,27.763026602151086
22,17.2608822877473
77,87.40771688075509
21,24.444916158395493
38,29.650086401579056
35,33.769650784862606
12,16.523150749402227
13,7.48930565075924
42,54.918844812392706
35,34.74767121215154
27,22.705088862585324
31,29.305439003084143
16,15.071230838254786
26,31.837125803907792
16,17.275904732059082
29,31.298081067250457
30,28.993046435710834
19,29.50024705270448
34,25.74246338520042
30,24.37838654955937
40,29.86627617787646
28,26.634434255894934
34,29.28443907208551
15,10.704829261383512
25,24.148218488247387
59,52.75567446808653
14,15.282970714238848
19,16.767450602350593
37,32.15831264110763
42,56.364980885405636
57,43.10056736180199
36,38.439852647216505
51,50.45674482253909
21,17.561828258713938
17,13.416177789460846
55,53.62790955664899
36,30.1041589613336
23,20.04036189780586
45,45.88069455747893
16,12.759575762128483
28,31.35829667145518
37,35.25837725951274
60,48.22150517810087
16,12.615355560962476
22,21.580181001277133
18,19.398292610887257
45,37.23868469390081
37,42.90356979309716
11,11.210710606564252
9,9.327557111131282
11,11.856405326042116
20,17.822864112215044
31,33.22937896512117
91,95.27045784684141
54,54.671027449868404
25,24.233596404708955
31,31.463403613496524
60,51.01337666676271
40,40.04780692195117
17,17.42738839563163
21,22.191349488138478
15,11.482401155478389
16,13.417256574343279
71,60.65474649570318
9,17.4614884480472
21,25.352891434063785
38,37.51505386975371
25,29.395190452690365
33,32.589968500195276
24,20.51173013270643
69,72.05740541949037
11,11.615462152061863
25,19.38207100991217
19,25.95646114182564
19,28.733191335654652
15,20.708904926067166
6,9.775603667185209
33,30.750082082001835
39,40.27503901088407
60,48.402926448049165
46,52.504761028026294
36,33.806641893370326
12,10.54333378046189
28,31.557229902948222
78,64.48832445898043
25,23.284326308891973
22,20.186590734741205
45,58.91283552007555
24,24.24259784726447
24,17.72702444634646
18,23.987746010331257
25,16.347028509365266
46,41.75862386924523
63,53.837088759626205
19,22.859441137916708
38,42.55308107903314
47,41.7562155597366
38,29.224725919840047
14,11.58103168036089
38,40.950196046565544
13,12.649010979820975
33,39.5056680819628
12,18.186317513333883
18,20.038018599585534
17,22.267102607777197
8,10.7006693459201
11,11.779538402259252
30,36.83960507490255
15,17.410672231711107
47,38.63646816909086
32,36.8642579713959
